local,resolution,features,stage,seed,model,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson,Spearman
RJ,WEEKLY,CASEONLY,BASELINE_CORRECTED,987,rf,2.2846869898972075,1.511518107697426,0.291458949133101,0.5978710054219423,69.31302967085608,21.124901396462416,3.010034692363817,0.7752455927734972,0.6154526905125363
RJ,WEEKLY,CASEONLY,BASELINE_CORRECTED,987,xgb_poisson,2.395519918824723,1.5477467230864108,0.2896611814532139,0.5783632415694556,70.35016123849128,20.53099815549609,3.20743139106314,0.7628266906765682,0.6149647536171269
RJ,WEEKLY,CASEONLY,BASELINE_CORRECTED,987,xgb_zip,2.425850355141836,1.5575141588896828,0.3059844708166056,0.5730247650449918,93.87936272272049,18.584623150447708,4.907135821484923,0.7591648507494453,0.5881487468270967
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,107,rf,2.242819958530021,1.4976047404205228,0.29075307716063,0.6052400442898933,70.3496238195511,20.97114565433929,3.1025228509806158,0.7798022450145762,0.6125523677524788
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,107,xgb_poisson,2.2780032646578725,1.5093055570883824,0.2841796444169939,0.5990474115215151,70.90739125116133,20.020908784118177,3.5220100701683954,0.7844428550916885,0.6103663327156899
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,107,xgb_zip,2.29703974941545,1.515598808859208,0.2900913221864384,0.5956967895283425,90.77479777075716,18.57090740832764,5.701773983114142,0.7774371826188747,0.5655559545122195
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,109,rf,2.251433802444082,1.5004778580319278,0.290984691401597,0.6037239169569455,70.45888673536751,20.95585424693135,3.0885551358575283,0.7791416550509038,0.6135321120729853
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,109,xgb_poisson,2.339502360259408,1.5295431867912093,0.2838267084307583,0.5882229223940929,70.42921051119832,19.93680804390079,3.489735088362018,0.7813963103908608,0.6131520792904102
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,109,xgb_zip,2.326156968279878,1.5251744058565493,0.29388538403847,0.5905718520648571,88.7903828885537,18.55745245363724,5.009078822898283,0.7715470608898063,0.585983487533648
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,140,rf,2.268451934530374,1.5061380861429587,0.2914148321348215,0.6007285463106735,70.61014634356424,20.9709702554442,3.106860393965993,0.7774656602828061,0.6125308769337893
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,140,xgb_poisson,2.308885163453479,1.5195016167985735,0.2836502404376406,0.5936118717875154,70.30713252520113,20.007836479657605,3.501616999836805,0.7853679062059072,0.6126571487017966
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,140,xgb_zip,2.2811686592844223,1.5103538192372086,0.2923523183482596,0.5984902686987801,89.7115599974007,18.57144668028944,5.22303134797383,0.7784572146082103,0.5780465010768001
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,149,rf,2.2478823840825872,1.499293961864246,0.2906317554153615,0.6043490040263555,70.43447608305591,20.932707451509,3.0937425464463058,0.7795360083981452,0.6135425882983795
