ID_UNIDADE,LAT,LNG,Y_MEAN,N_OBS,coef_Intercept,t_Intercept,coef_TEM_AVG,t_TEM_AVG,coef_RAIN,t_RAIN
4046307,-22.9499,-43.35928,0.19047619047619047,21,-0.39652834912254425,-8.377031393247641,0.04701078106288665,0.9239344864588714,0.04513024143546579,0.6609493915302358
4056310,-22.84238,-43.48433,0.0,21,-0.39533249311659285,-8.43594697924256,0.08922064651513402,1.7196425779608842,-0.3556754180521246,-4.968123802267624
4084519,-22.78636,-43.30639,0.0,21,-0.3770807334374904,-8.062956820837742,0.07775466602969973,1.5414875028675585,0.02360715536948919,0.3796299916303944
4178602,-22.90947,-43.28628,0.0,21,-0.3810269414403391,-8.13294209844178,0.06474862828097683,1.2401293505313395,-0.04038898061654499,-0.6624522326761353
4335988,-22.92154,-43.36733,0.0,21,-0.3963174070172364,-8.356978310506188,0.02859804244362823,0.5498070473832162,0.020064929645123974,0.2951555066452954
5044685,-22.83042,-43.34967,0.0,21,-0.38370453220708317,-8.168286653451386,0.021599543791260445,0.38731404217014137,-0.08359508498858331,-1.1437288014427016
5073898,-22.80778,-43.41714,0.047619047619047616,21,-0.39038777890756055,-8.234863288205693,0.06428252151912041,1.394208610970374,-0.2922271533562766,-3.7564577032482713
5154197,-22.91393,-43.5522,0.14285714285714285,21,-0.398451431955973,-8.442780145996661,0.09740163483021351,1.7737367627526777,-0.15734339867372682,-2.946039136755492
5158044,-22.91263,-43.28217,2.142857142857143,21,-0.3807761772244724,-8.127554251226744,0.06609386548369486,1.2630590271467217,-0.044830424150038316,-0.7305049302194024
5179726,-22.84055,-43.28092,0.3333333333333333,21,-0.37762791300904425,-8.07937871359734,0.07058548770027924,1.377153120072444,-0.022203805242109593,-0.3758952255502551
5195500,-22.85024,-43.30926,0.0,21,-0.38035275375504335,-8.126966667268352,0.05444342842852716,1.047096710732903,-0.051519975726044935,-0.7767547474773093
5315026,-22.82714,-43.35505,0.047619047619047616,21,-0.38418929618713094,-8.171493361548228,0.018131356011467526,0.32071323041294647,-0.09190243861320231,-1.2749799334311573
5315050,-22.81741,-43.36625,0.0,21,-0.3849719190475936,-8.170239962807772,0.026818321661501637,0.4964552824415509,-0.13334257010777126,-1.791549026265245
5358612,-22.9355,-43.25541,1.1904761904761905,21,-0.3794026064934047,-8.09521125844267,0.0737682433841185,1.4049607027920399,-0.06231776558299147,-0.9916551918082454
5364515,-22.79444,-43.30052,0.0,21,-0.3770435984033162,-8.064392768911047,0.07646184060674692,1.4894044073429131,0.023398184477049326,0.38689803218862223
5414830,-22.82895,-43.27662,0.0,21,-0.37690482989313556,-8.06608152485299,0.07374071160466185,1.4412813713257984,-0.003624017893393632,-0.061556737640958925
5417708,-22.87909,-43.34158,0.5714285714285714,21,-0.386255304498358,-8.222694440313568,0.019889125823736163,0.3692409350245953,0.023813551207627372,0.3496927082787465
5457009,-22.80602,-43.30261,0.0,21,-0.3776827582007938,-8.076788317882418,0.07116744274100456,1.3835724484295355,0.015017634547567067,0.25138889685349614
5465877,-22.9846,-43.46114,0.047619047619047616,21,-0.4093151505444294,-8.649572301263971,0.09233394595104885,1.6692523261058096,-0.11959682488676938,-1.9717764250883205
5465885,-22.91591,-43.42046,0.0,21,-0.4097758121115682,-8.446479846364168,0.06735348450973441,1.2576346623712407,-0.20292115388300014,-2.907844125399313
5468019,-22.87795,-43.3383,0.2857142857142857,21,-0.38564250008127193,-8.213687718397761,0.022392378603100272,0.41589835723033075,0.025255724365926553,0.3677756603952539
